id,area,sort_order,code,category,competency,sub_competency,category_en,competency_en,sub_competency_en
312,MKT,19,1.5.3,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.5 Rəqəmsal və Performans Marketinqi,1.5.3 Konversiya funnel-lərini və müştəri səyahətlərini optimallaşdırmaq,1 Marketing & Brand Management (Functional),1.5 Digital & Performance Marketing,1.5.3 Optimize conversion funnels and customer journeys
313,MKT,20,1.5.4,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.5 Rəqəmsal və Performans Marketinqi,1.5.4 ROI-ni izləmək və yaxşılaşdırmaq üçün analitika dashboard-larından istifadə etmək,1 Marketing & Brand Management (Functional),1.5 Digital & Performance Marketing,1.5.4 Use analytics dashboards to track and improve ROI
314,MKT,21,1.6.1,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.6 Kontent və Kommunikasiya İdarəetməsi,1.6.1 Brend tonuna və məqsədlərə uyğun kontent strategiyaları hazırlamaq,1 Marketing & Brand Management (Functional),1.6 Content & Communication Management,1.6.1 Develop content strategies aligned to brand tone and objectives
315,MKT,22,1.6.2,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.6 Kontent və Kommunikasiya İdarəetməsi,1.6.2 Cəlbedici və hədəf auditoriyaya uyğun kontentin yaradılmasına nəzarət etmək,1 Marketing & Brand Management (Functional),1.6 Content & Communication Management,"1.6.2 Oversee creation of compelling, audience-relevant content"
316,MKT,23,1.6.3,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.6 Kontent və Kommunikasiya İdarəetməsi,"1.6.3 Hüquqi, tənzimləyici və brend qaydalarına uyğunluğu təmin etmək",1 Marketing & Brand Management (Functional),1.6 Content & Communication Management,"1.6.3 Ensure compliance with legal, regulatory, and brand guidelines"
317,MKT,24,1.6.4,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.6 Kontent və Kommunikasiya İdarəetməsi,1.6.4 Daxili və xarici kommunikasiya təqvimlərini idarə etmək,1 Marketing & Brand Management (Functional),1.6 Content & Communication Management,1.6.4 Manage internal and external communication calendars
318,MKT,25,1.7.1,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.7 Məhsul və Portfel Marketinqi,1.7.1 Yeni və mövcud məhsullar üçün bazara çıxış strategiyalarını müəyyən etmək,1 Marketing & Brand Management (Functional),1.7 Product & Portfolio Marketing,1.7.1 Define go-to-market strategies for new and existing products
319,MKT,26,1.7.2,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.7 Məhsul və Portfel Marketinqi,1.7.2 Məhsulun həyat dövrünü lansmandan dayandırılma mərhələsinədək idarə etmək,1 Marketing & Brand Management (Functional),1.7 Product & Portfolio Marketing,1.7.2 Manage product lifecycles from launch to phase-out
320,MKT,27,1.7.3,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.7 Məhsul və Portfel Marketinqi,1.7.3 Funksiyalararası lansman hazırlığını koordinasiya etmək,1 Marketing & Brand Management (Functional),1.7 Product & Portfolio Marketing,1.7.3 Coordinate cross-functional launch readiness
321,MKT,28,1.7.4,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.7 Məhsul və Portfel Marketinqi,1.7.4 Məhsul performansını izləmək və optimallaşdırma tövsiyələri vermək,1 Marketing & Brand Management (Functional),1.7 Product & Portfolio Marketing,1.7.4 Monitor product performance and recommend optimizations
322,MKT,29,1.8.1,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.8 Trade və Shopper Marketinqi,1.8.1 Shopper mərkəzli aktivasiya strategiyaları hazırlamaq,1 Marketing & Brand Management (Functional),1.8 Trade & Shopper Marketing,1.8.1 Develop shopper-centric activation strategies
323,MKT,30,1.8.2,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.8 Trade və Shopper Marketinqi,1.8.2 Mağazadaxili və kanal-spesifik promosiyalar dizayn etmək,1 Marketing & Brand Management (Functional),1.8 Trade & Shopper Marketing,1.8.2 Design in-store and channel-specific promotions
324,MKT,31,1.8.3,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.8 Trade və Shopper Marketinqi,1.8.3 Distribusiya və görünürlüğü artırmaq üçün satış komandası ilə əməkdaşlıq etmək,1 Marketing & Brand Management (Functional),1.8 Trade & Shopper Marketing,1.8.3 Collaborate with sales to drive distribution and visibility
325,MKT,32,1.8.4,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.8 Trade və Shopper Marketinqi,1.8.4 Trade spend və promosiyaların effektivliyini ölçmək,1 Marketing & Brand Management (Functional),1.8 Trade & Shopper Marketing,1.8.4 Measure effectiveness of trade spend and promotions
326,MKT,33,1.9.1,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.9 Marketinq Performansı və Analitika,1.9.1 Marketinq KPI-larını və dashboard-larını müəyyən etmək və izləmək,1 Marketing & Brand Management (Functional),1.9 Marketing Performance & Analytics,1.9.1 Define and track marketing KPIs and dashboards
327,MKT,34,1.9.2,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.9 Marketinq Performansı və Analitika,1.9.2 Kampaniyadan sonrakı və ROI təhlilləri aparmaq,1 Marketing & Brand Management (Functional),1.9 Marketing Performance & Analytics,1.9.2 Conduct post-campaign and ROI analysis
328,MKT,35,1.9.3,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.9 Marketinq Performansı və Analitika,1.9.3 Gələcək strategiya və investisiyaları istiqamətləndirmək üçün insaytlardan istifadə etmək,1 Marketing & Brand Management (Functional),1.9 Marketing Performance & Analytics,1.9.3 Use insights to inform future strategy and investment
329,MKT,36,1.9.4,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.9 Marketinq Performansı və Analitika,1.9.4 Performans insaytlarını yuxarı səviyyəli maraqlı tərəflərə təqdim etmək,1 Marketing & Brand Management (Functional),1.9 Marketing Performance & Analytics,1.9.4 Present performance insights to senior stakeholders
330,MKT,37,1.10.1,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.10 Marketinq İdarəetməsi və Risk,"1.10.1 Brend, hüquqi və tənzimləyici standartlara uyğunluğu təmin etmək",1 Marketing & Brand Management (Functional),1.10 Marketing Governance & Risk,"1.10.1 Ensure compliance with brand, legal, and regulatory standards"
331,MKT,38,1.10.2,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.10 Marketinq İdarəetməsi və Risk,1.10.2 Agentlik müqavilələrini və marketinq satınalmasını idarə etmək,1 Marketing & Brand Management (Functional),1.10 Marketing Governance & Risk,1.10.2 Manage agency contracts and marketing procurement
332,MKT,39,1.10.3,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.10 Marketinq İdarəetməsi və Risk,1.10.3 Reputasiya və kampaniya risklərini müəyyən etmək və azaltmaq,1 Marketing & Brand Management (Functional),1.10 Marketing Governance & Risk,1.10.3 Identify and mitigate reputational and campaign risks
333,MKT,40,1.10.4,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.10 Marketinq İdarəetməsi və Risk,"1.10.4 Sənədləşməni, təsdiqləri və audit hazırlığını qorumaq",1 Marketing & Brand Management (Functional),1.10 Marketing Governance & Risk,"1.10.4 Maintain documentation, approvals, and audit readiness"
334,MKT,41,1.11.1,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.11 Müştəri Təcrübəsi və Səyahət Dizaynı,1.11.1 Müştəri və shopper səyahətlərini bütün təmas nöqtələri üzrə ucdan-uca xəritələndirmək,1 Marketing & Brand Management (Functional),1.11 Customer Experience & Journey Design,1.11.1 Map end-to-end customer and shopper journeys across touchpoints
335,MKT,42,1.11.2,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.11 Müştəri Təcrübəsi və Səyahət Dizaynı,1.11.2 Brend qavrayışına təsir edən ağrı nöqtələrini və kritik anları müəyyən etmək,1 Marketing & Brand Management (Functional),1.11 Customer Experience & Journey Design,1.11.2 Identify pain points and moments of truth impacting brand perception
336,MKT,43,1.11.3,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.11 Müştəri Təcrübəsi və Səyahət Dizaynı,1.11.3 Brend vədinə uyğun təcrübə yaxşılaşdırmalarını dizayn etmək,1 Marketing & Brand Management (Functional),1.11 Customer Experience & Journey Design,1.11.3 Design experience improvements aligned with brand promise
337,MKT,44,1.11.4,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.11 Müştəri Təcrübəsi və Səyahət Dizaynı,"1.11.4 CX-in loyalığa, retention-a və tövsiyə etməyə təsirini ölçmək",1 Marketing & Brand Management (Functional),1.11 Customer Experience & Journey Design,"1.11.4 Measure CX impact on loyalty, retention, and advocacy"
338,MKT,45,1.12.1,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.12 İnnovasiya və Yeni Təkliflərin İnkişafı,1.12.1 Qarşılanmamış istehlakçı ehtiyaclarını və white-space imkanlarını müəyyən etmək,1 Marketing & Brand Management (Functional),1.12 Innovation & New Proposition Development,1.12.1 Identify unmet consumer needs and white-space opportunities
339,MKT,46,1.12.2,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.12 İnnovasiya və Yeni Təkliflərin İnkişafı,"1.12.2 R&D, satış və xarici tərəfdaşlarla birgə konseptlər yaratmaq",1 Marketing & Brand Management (Functional),1.12 Innovation & New Proposition Development,"1.12.2 Co-create concepts with R&D, sales, and external partners"
340,MKT,47,1.12.3,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.12 İnnovasiya və Yeni Təkliflərin İnkişafı,"1.12.3 Konseptləri testlər, pilotlar və MVP-lər vasitəsilə təsdiqləmək",1 Marketing & Brand Management (Functional),1.12 Innovation & New Proposition Development,"1.12.3 Validate concepts through testing, pilots, and MVPs"
341,MKT,48,1.12.4,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.12 İnnovasiya və Yeni Təkliflərin İnkişafı,1.12.4 Biznes əsaslandırmaları hazırlamaq və uğurlu innovasiyaları miqyaslandırmaq,1 Marketing & Brand Management (Functional),1.12 Innovation & New Proposition Development,1.12.4 Build business cases and scale successful innovations
342,MKT,49,1.13.1,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.13 CRM və Loyallıq İdarəetməsi,1.13.1 Müştəri həyat dövrü mərhələlərinə uyğun CRM strategiyaları hazırlamaq,1 Marketing & Brand Management (Functional),1.13 CRM & Loyalty Management,1.13.1 Design CRM strategies aligned with customer lifecycle stages
343,MKT,50,1.13.2,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.13 CRM və Loyallıq İdarəetməsi,1.13.2 Müştəri məlumatlarının seqmentasiyasını və hədəfləmə modellərini idarə etmək,1 Marketing & Brand Management (Functional),1.13 CRM & Loyalty Management,1.13.2 Manage customer data segmentation and targeting models
344,MKT,51,1.13.3,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.13 CRM və Loyallıq İdarəetməsi,1.13.3 Təkrar alış və engagement-i artırmaq üçün loyallıq proqramları hazırlamaq,1 Marketing & Brand Management (Functional),1.13 CRM & Loyalty Management,1.13.3 Develop loyalty programs to drive repeat purchase and engagement
345,MKT,52,1.13.4,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.13 CRM və Loyallıq İdarəetməsi,1.13.4 CRM effektivliyini və lifetime value göstəricilərini izləmək,1 Marketing & Brand Management (Functional),1.13 CRM & Loyalty Management,1.13.4 Track CRM effectiveness and lifetime value metrics
346,MKT,53,1.14.1,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.14 Marketinq Texnologiyaları və Platformalar,1.14.1 Marketinq avtomatlaşdırılması və martech alətlərini seçmək və idarə etmək,1 Marketing & Brand Management (Functional),1.14 Marketing Technology & Platforms,1.14.1 Select and manage marketing automation and martech tools
347,MKT,54,1.14.2,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.14 Marketinq Texnologiyaları və Platformalar,"1.14.2 Platformaları CRM, satış və məlumat sistemləri ilə inteqrasiya etmək",1 Marketing & Brand Management (Functional),1.14 Marketing Technology & Platforms,"1.14.2 Integrate platforms with CRM, sales, and data systems"
348,MKT,55,1.14.3,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.14 Marketinq Texnologiyaları və Platformalar,"1.14.3 Məlumat keyfiyyətini, məxfiliyi və platforma istifadəsini təmin etmək",1 Marketing & Brand Management (Functional),1.14 Marketing Technology & Platforms,"1.14.3 Ensure data quality, privacy, and platform adoption"
349,MKT,56,1.14.4,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.14 Marketinq Texnologiyaları və Platformalar,1.14.4 Fərdiləşdirməni və səmərəliliyi miqyaslandırmaq üçün texnologiyadan istifadə etmək,1 Marketing & Brand Management (Functional),1.14 Marketing Technology & Platforms,1.14.4 Leverage technology to scale personalization and efficiency
350,MKT,57,1.15.1,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.15 Agentlik və Tərəfdaş Ekosisteminin İdarə Edilməsi,1.15.1 Agentlik modellərini və iş həcmi çərçivələrini müəyyən etmək,1 Marketing & Brand Management (Functional),1.15 Agency & Partner Ecosystem Management,1.15.1 Define agency models and scopes of work
351,MKT,58,1.15.2,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.15 Agentlik və Tərəfdaş Ekosisteminin İdarə Edilməsi,1.15.2 Agentlik performansını KPI-lar əsasında qiymətləndirmək,1 Marketing & Brand Management (Functional),1.15 Agency & Partner Ecosystem Management,1.15.2 Evaluate agency performance against KPIs
352,MKT,59,1.15.3,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.15 Agentlik və Tərəfdaş Ekosisteminin İdarə Edilməsi,"1.15.3 Kreativ, media və rəqəmsal tərəfdaşlar arasında əməkdaşlığı irəli aparmaq",1 Marketing & Brand Management (Functional),1.15 Agency & Partner Ecosystem Management,"1.15.3 Drive collaboration across creative, media, and digital partners"
353,MKT,60,1.15.4,1 Marketinq və Brendin İdarə Edilməsi (Funksional),1.15 Agentlik və Tərəfdaş Ekosisteminin İdarə Edilməsi,1.15.4 Agentlik xərclərini və təqdim olunan dəyəri optimallaşdırmaq,1 Marketing & Brand Management (Functional),1.15 Agency & Partner Ecosystem Management,1.15.4 Optimize agency costs and value delivery
354,MKT,61,2.1.1,2 Strateji Düşüncə və Biznes Təsiri (Davranış),2.1 Strateji və Kommersiya Düşüncəsi,2.1.1 Marketinq təşəbbüslərini müəssisə strategiyası və böyümə hədəfləri ilə əlaqələndirmək,2 Strategic Thinking & Business Impact (Behavioral),2.1 Strategic & Commercial Thinking,2.1.1 Connect marketing initiatives to enterprise strategy and growth goals
355,MKT,62,2.1.2,2 Strateji Düşüncə və Biznes Təsiri (Davranış),2.1 Strateji və Kommersiya Düşüncəsi,2.1.2 Bazar dəyişikliklərini və rəqabət təhdidlərini qabaqcadan görmək,2 Strategic Thinking & Business Impact (Behavioral),2.1 Strategic & Commercial Thinking,2.1.2 Anticipate market shifts and competitive threats
356,MKT,63,2.1.3,2 Strateji Düşüncə və Biznes Təsiri (Davranış),2.1 Strateji və Kommersiya Düşüncəsi,2.1.3 Qısamüddətli performansla uzunmüddətli brend kapitalı arasında balans yaratmaq,2 Strategic Thinking & Business Impact (Behavioral),2.1 Strategic & Commercial Thinking,2.1.3 Balance short-term performance with long-term brand equity
357,MKT,64,2.1.4,2 Strateji Düşüncə və Biznes Təsiri (Davranış),2.1 Strateji və Kommersiya Düşüncəsi,2.1.4 Təşəbbüsləri dəyər yaratma və risk əsasında prioritetləşdirmək,2 Strategic Thinking & Business Impact (Behavioral),2.1 Strategic & Commercial Thinking,2.1.4 Prioritize initiatives based on value creation and risk
358,MKT,65,2.2.1,2 Strateji Düşüncə və Biznes Təsiri (Davranış),2.2 Maraqlı Tərəflərə Təsir və Əməkdaşlıq,2.2.1 Məlumat və insaytlardan istifadə etməklə funksiyalararası liderlərə təsir göstərmək,2 Strategic Thinking & Business Impact (Behavioral),2.2 Stakeholder Influence & Collaboration,2.2.1 Influence cross-functional leaders using data and insights
